title,address,price,floor,overall floor,rooms,square,images
Самая уютная комфортная квартира,Москва ЦАО р-н Пресненский ул. Подвойского 10,3 000,1,5,1,50 ,https://cdn-p.cian.site/images/5/830/394/kvartira-moskva-ulica-podvoyskogo-493038593-4.jpg https://cdn-p.cian.site/images/5/830/394/kvartira-moskva-ulica-podvoyskogo-493038593-4.jpg https://cdn-p.cian.site/images/5/830/394/kvartira-moskva-ulica-podvoyskogo-493038598-2.jpg https://cdn-p.cian.site/images/5/830/394/kvartira-moskva-ulica-podvoyskogo-493038596-2.jpg https://cdn-p.cian.site/images/5/830/394/kvartira-moskva-ulica-podvoyskogo-493038597-2.jpg
Самая уютная комфортная квартира,Москва ЦАО р-н Арбат Новинский бул. 14,3 490,1,8,1,35 ,https://cdn-p.cian.site/images/3/433/336/kvartira-moskva-novinskiy-bulvar-633334322-4.jpg https://cdn-p.cian.site/images/3/433/336/kvartira-moskva-novinskiy-bulvar-633334322-4.jpg https://cdn-p.cian.site/images/3/433/336/kvartira-moskva-novinskiy-bulvar-633334323-2.jpg https://cdn-p.cian.site/images/3/433/336/kvartira-moskva-novinskiy-bulvar-633334330-2.jpg https://cdn-p.cian.site/images/3/433/336/kvartira-moskva-novinskiy-bulvar-633334325-2.jpg
1-студия 38 м? 6/10 этаж,Москва ЗАО р-н Дорогомилово Кутузовский просп. 24,4 000,6,10,1,38 ,https://cdn-p.cian.site/images/0/113/967/kvartira-moskva-kutuzovskiy-prospekt-769311021-4.jpg https://cdn-p.cian.site/images/0/113/967/kvartira-moskva-kutuzovskiy-prospekt-769311021-4.jpg https://cdn-p.cian.site/images/0/113/967/kvartira-moskva-kutuzovskiy-prospekt-769311024-2.jpg https://cdn-p.cian.site/images/3/213/967/kvartira-moskva-kutuzovskiy-prospekt-769312337-2.jpg https://cdn-p.cian.site/images/2/213/967/kvartira-moskva-kutuzovskiy-prospekt-769312249-2.jpg
Французский прованс,Москва САО р-н Сокол Песчаный пер. 4,2 800,1,12,1,35 ,https://cdn-p.cian.site/images/29/676/201/posutochnaja-kvartira-moskva-peschanyy-pereulok-1026769262-4.jpg https://cdn-p.cian.site/images/29/676/201/posutochnaja-kvartira-moskva-peschanyy-pereulok-1026769262-4.jpg https://cdn-p.cian.site/images/29/676/201/posutochnaja-kvartira-moskva-peschanyy-pereulok-1026769281-2.jpg https://cdn-p.cian.site/images/29/676/201/posutochnaja-kvartira-moskva-peschanyy-pereulok-1026769279-2.jpg https://cdn-p.cian.site/images/29/676/201/posutochnaja-kvartira-moskva-peschanyy-pereulok-1026769288-2.jpg
2-комн. кв. 45 м? 4/5 этаж,Москва ЗАО р-н Филевский парк ул. Алябьева 1,3 200,4,5,2,45 ,https://cdn-p.cian.site/images/74/499/201/posutochnaja-kvartira-moskva-ulica-alyabeva-1029944791-4.jpg https://cdn-p.cian.site/images/74/499/201/posutochnaja-kvartira-moskva-ulica-alyabeva-1029944791-4.jpg https://cdn-p.cian.site/images/84/499/201/posutochnaja-kvartira-moskva-ulica-alyabeva-1029944824-2.jpg https://cdn-p.cian.site/images/84/499/201/posutochnaja-kvartira-moskva-ulica-alyabeva-1029944825-2.jpg https://cdn-p.cian.site/images/84/499/201/posutochnaja-kvartira-moskva-ulica-alyabeva-1029944821-2.jpg
2 минуты от метро.Бурденко рядом.,Москва ЦАО р-н Тверской 3-я Тверская-Ямская ул. 56/6,2 600,4,5,1,23 ,https://cdn-p.cian.site/images/20/780/501/posutochnaja-kvartira-moskva-3ya-tverskayayamskaya-ulica-1050870278-4.jpg https://cdn-p.cian.site/images/20/780/501/posutochnaja-kvartira-moskva-3ya-tverskayayamskaya-ulica-1050870278-4.jpg https://cdn-p.cian.site/images/20/780/501/posutochnaja-kvartira-moskva-3ya-tverskayayamskaya-ulica-1050870276-2.jpg https://cdn-p.cian.site/images/20/780/501/posutochnaja-kvartira-moskva-3ya-tverskayayamskaya-ulica-1050870274-2.jpg https://cdn-p.cian.site/images/20/780/501/posutochnaja-kvartira-moskva-3ya-tverskayayamskaya-ulica-1050870273-2.jpg
Цвет настроения синий,Москва ЗАО р-н Филевский парк 2-я Филевская ул. 5К3,2 800,1,9,1,26 ,https://cdn-p.cian.site/images/5/795/879/posutochnaja-kvartira-moskva-2ya-filevskaya-ulica-978597533-4.jpg https://cdn-p.cian.site/images/5/795/879/posutochnaja-kvartira-moskva-2ya-filevskaya-ulica-978597533-4.jpg https://cdn-p.cian.site/images/5/795/879/posutochnaja-kvartira-moskva-2ya-filevskaya-ulica-978597594-2.jpg https://cdn-p.cian.site/images/6/795/879/posutochnaja-kvartira-moskva-2ya-filevskaya-ulica-978597619-2.jpg https://cdn-p.cian.site/images/5/795/879/posutochnaja-kvartira-moskva-2ya-filevskaya-ulica-978597575-2.jpg
NEW стильная студия для 2 гостей,Москва САО р-н Хорошевский Ходынский бул. 20А,3 500,10,15,1,30 ,https://cdn-p.cian.site/images/27/438/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1048347226-4.jpg https://cdn-p.cian.site/images/27/438/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1048347226-4.jpg https://cdn-p.cian.site/images/27/438/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1048347226-2.jpg https://cdn-p.cian.site/images/37/438/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1048347328-2.jpg https://cdn-p.cian.site/images/27/438/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1048347260-2.jpg
2-комн. кв. 55 м? 4/8 этаж,Москва ЦАО р-н Таганский Николоямская ул. 39/43К2,2 500,4,8,2,55 ,https://cdn-p.cian.site/images/6/059/518/kvartira-moskva-nikoloyamskaya-ulica-815950659-4.jpg https://cdn-p.cian.site/images/6/059/518/kvartira-moskva-nikoloyamskaya-ulica-815950659-4.jpg https://cdn-p.cian.site/images/6/059/518/kvartira-moskva-nikoloyamskaya-ulica-815950671-2.jpg https://cdn-p.cian.site/images/6/059/518/kvartira-moskva-nikoloyamskaya-ulica-815950665-2.jpg https://cdn-p.cian.site/images/6/059/518/kvartira-moskva-nikoloyamskaya-ulica-815950685-2.jpg
4-комн. кв. 290 м? 38/38 этаж,Москва ЗАО р-н Раменки Мосфильмовская ул. 70к1,150 000,38,38,4,290 ,https://cdn-p.cian.site/images/5/144/059/kvartira-moskva-mosfilmovskaya-ulica-950441546-4.jpg https://cdn-p.cian.site/images/5/144/059/kvartira-moskva-mosfilmovskaya-ulica-950441546-4.jpg https://cdn-p.cian.site/images/5/144/059/kvartira-moskva-mosfilmovskaya-ulica-950441540-2.jpg https://cdn-p.cian.site/images/5/144/059/kvartira-moskva-mosfilmovskaya-ulica-950441538-2.jpg https://cdn-p.cian.site/images/5/144/059/kvartira-moskva-mosfilmovskaya-ulica-950441541-2.jpg
Посуточная Аренда,Москва ЦАО р-н Хамовники Смоленский бул. 6-8,4 200,4,17,2,50 ,https://cdn-p.cian.site/images/48/853/101/posutochnaja-kvartira-moskva-smolenskiy-bulvar-1013588471-4.jpg https://cdn-p.cian.site/images/48/853/101/posutochnaja-kvartira-moskva-smolenskiy-bulvar-1013588471-4.jpg https://cdn-p.cian.site/images/48/853/101/posutochnaja-kvartira-moskva-smolenskiy-bulvar-1013588473-2.jpg https://cdn-p.cian.site/images/48/853/101/posutochnaja-kvartira-moskva-smolenskiy-bulvar-1013588472-2.jpg https://cdn-p.cian.site/images/48/853/101/posutochnaja-kvartira-moskva-smolenskiy-bulvar-1013588470-2.jpg
2-комн. кв. 411 м? 3/5 этаж,Москва САО р-н Аэропорт ул. Константина Симонова 5К3,3 200,3,5,2,411 ,https://cdn-p.cian.site/images/65/231/001/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-1001325696-4.jpg https://cdn-p.cian.site/images/65/231/001/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-1001325696-4.jpg https://cdn-p.cian.site/images/65/231/001/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-1001325657-2.jpg https://cdn-p.cian.site/images/75/231/001/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-1001325761-2.jpg https://cdn-p.cian.site/images/55/231/001/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-1001325579-2.jpg
Sky Embassy. Башня Федерация,Москва ЦАО р-н Пресненский наб. Пресненская 12,35 000,49,62,5,220 ,https://cdn-p.cian.site/images/44/604/001/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1004064434-4.jpg https://cdn-p.cian.site/images/44/604/001/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1004064434-4.jpg https://cdn-p.cian.site/images/44/604/001/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1004064422-2.jpg https://cdn-p.cian.site/images/44/604/001/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1004064435-2.jpg https://cdn-p.cian.site/images/44/604/001/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1004064414-2.jpg
Большая квартира на Тверской,Москва ЦАО р-н Тверской 1-я Тверская-Ямская ул. 28,2 700,3,9,1,55 ,https://cdn-p.cian.site/images/8/190/612/kvartira-moskva-tverskayayamskaya-1ya-ulica-216091809-4.jpg https://cdn-p.cian.site/images/8/190/612/kvartira-moskva-tverskayayamskaya-1ya-ulica-216091809-4.jpg https://cdn-p.cian.site/images/8/190/612/kvartira-moskva-tverskayayamskaya-1ya-ulica-216091812-2.jpg https://cdn-p.cian.site/images/8/190/612/kvartira-moskva-tverskayayamskaya-1ya-ulica-216091810-2.jpg https://cdn-p.cian.site/images/8/190/612/kvartira-moskva-tverskayayamskaya-1ya-ulica-216091808-2.jpg
1-комн. апарт. 38 м? 8/9 этаж,Москва ЮАО р-н Орехово-Борисово Северное Домодедовская ул. 20К3,2 300,8,9,1,38 ,https://cdn-p.cian.site/images/39/658/301/posutochnaja-kvartira-moskva-domodedovskaya-ulica-1038569387-4.jpg https://cdn-p.cian.site/images/39/658/301/posutochnaja-kvartira-moskva-domodedovskaya-ulica-1038569387-4.jpg https://cdn-p.cian.site/images/39/658/301/posutochnaja-kvartira-moskva-domodedovskaya-ulica-1038569390-2.jpg https://cdn-p.cian.site/images/39/658/301/posutochnaja-kvartira-moskva-domodedovskaya-ulica-1038569391-2.jpg https://cdn-p.cian.site/images/39/658/301/posutochnaja-kvartira-moskva-domodedovskaya-ulica-1038569388-2.jpg
1-комн. кв. 39 м? 9/12 этаж,Москва ЮВАО р-н Марьино Мячковский бул. 5к1,2 000,9,12,1,39 ,https://cdn-p.cian.site/images/2/738/589/posutochnaja-kvartira-moskva-myachkovskiy-bulvar-985837294-4.jpg https://cdn-p.cian.site/images/2/738/589/posutochnaja-kvartira-moskva-myachkovskiy-bulvar-985837294-4.jpg https://cdn-p.cian.site/images/2/738/589/posutochnaja-kvartira-moskva-myachkovskiy-bulvar-985837286-2.jpg https://cdn-p.cian.site/images/3/738/589/posutochnaja-kvartira-moskva-myachkovskiy-bulvar-985837300-2.jpg https://cdn-p.cian.site/images/2/738/589/posutochnaja-kvartira-moskva-myachkovskiy-bulvar-985837297-2.jpg
1-комн. кв. 46 м? 2/4 этаж,Москва ЮАО р-н Даниловский Автозаводская ул. 23К7,2 000,2,4,1,46 ,https://cdn-p.cian.site/images/51/832/001/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1002381511-4.jpg https://cdn-p.cian.site/images/51/832/001/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1002381511-4.jpg https://cdn-p.cian.site/images/51/832/001/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1002381514-2.jpg https://cdn-p.cian.site/images/51/832/001/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1002381510-2.jpg https://cdn-p.cian.site/images/51/832/001/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1002381509-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮАО р-н Чертаново Северное Северное Чертаново микрорайон 7кА,2 500,5,25,1,40 ,https://cdn-p.cian.site/images/9/615/197/kvartira-severnoe-chertanovo-791516905-4.jpg https://cdn-p.cian.site/images/9/615/197/kvartira-severnoe-chertanovo-791516905-4.jpg https://cdn-p.cian.site/images/8/615/197/kvartira-severnoe-chertanovo-791516892-2.jpg https://cdn-p.cian.site/images/8/615/197/kvartira-severnoe-chertanovo-791516891-2.jpg https://cdn-p.cian.site/images/9/615/197/kvartira-severnoe-chertanovo-791516902-2.jpg
Панорманое джакузи на 63м этаже!,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 21с1,17 000,63,84,1,60 ,https://cdn-p.cian.site/images/8/365/962/kvartira-moskva-1y-krasnogvardeyskiy-proezd-269563814-4.jpg https://cdn-p.cian.site/images/8/365/962/kvartira-moskva-1y-krasnogvardeyskiy-proezd-269563814-4.jpg https://cdn-p.cian.site/images/8/365/962/kvartira-moskva-1y-krasnogvardeyskiy-proezd-269563819-2.jpg https://cdn-p.cian.site/images/8/365/962/kvartira-moskva-1y-krasnogvardeyskiy-proezd-269563809-2.jpg https://cdn-p.cian.site/images/8/365/962/kvartira-moskva-1y-krasnogvardeyskiy-proezd-269563822-2.jpg
1-комн. кв. 40 м? 5/9 этаж,Москва ЗАО р-н Филевский парк Кастанаевская ул. 5,2 700,5,9,1,40 ,https://cdn-p.cian.site/images/8/659/099/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-990956892-4.jpg https://cdn-p.cian.site/images/8/659/099/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-990956892-4.jpg https://cdn-p.cian.site/images/9/659/099/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-990956907-2.jpg https://cdn-p.cian.site/images/8/659/099/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-990956893-2.jpg https://cdn-p.cian.site/images/9/659/099/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-990956904-2.jpg
1-комн. кв. 40 м? 3/5 этаж,Москва ЦАО р-н Таганский ул. Малые Каменщики 18К2,2 700,3,5,1,40 ,https://cdn-p.cian.site/images/6/459/099/posutochnaja-kvartira-moskva-ulica-malye-kamenshciki-990954612-4.jpg https://cdn-p.cian.site/images/6/459/099/posutochnaja-kvartira-moskva-ulica-malye-kamenshciki-990954612-4.jpg https://cdn-p.cian.site/images/5/459/099/posutochnaja-kvartira-moskva-ulica-malye-kamenshciki-990954599-2.jpg https://cdn-p.cian.site/images/5/459/099/posutochnaja-kvartira-moskva-ulica-malye-kamenshciki-990954598-2.jpg https://cdn-p.cian.site/images/6/459/099/posutochnaja-kvartira-moskva-ulica-malye-kamenshciki-990954605-2.jpg
1-комн. кв. 38 м? 1/9 этаж,Москва ЗАО р-н Филевский парк ул. Василисы Кожиной 26,2 600,1,9,1,38 ,https://cdn-p.cian.site/images/7/299/099/posutochnaja-kvartira-moskva-ulica-vasilisy-kozhinoy-990992790-4.jpg https://cdn-p.cian.site/images/7/299/099/posutochnaja-kvartira-moskva-ulica-vasilisy-kozhinoy-990992790-4.jpg https://cdn-p.cian.site/images/7/299/099/posutochnaja-kvartira-moskva-ulica-vasilisy-kozhinoy-990992791-2.jpg https://cdn-p.cian.site/images/7/299/099/posutochnaja-kvartira-moskva-ulica-vasilisy-kozhinoy-990992786-2.jpg https://cdn-p.cian.site/images/7/299/099/posutochnaja-kvartira-moskva-ulica-vasilisy-kozhinoy-990992789-2.jpg
1-комн. кв. 38 м? 1/5 этаж,Москва ЮЗАО р-н Гагаринский ул. Вавилова 16,2 700,1,5,1,38 ,https://cdn-p.cian.site/images/7/859/099/posutochnaja-kvartira-moskva-ulica-vavilova-990958736-4.jpg https://cdn-p.cian.site/images/7/859/099/posutochnaja-kvartira-moskva-ulica-vavilova-990958736-4.jpg https://cdn-p.cian.site/images/7/859/099/posutochnaja-kvartira-moskva-ulica-vavilova-990958737-2.jpg https://cdn-p.cian.site/images/7/859/099/posutochnaja-kvartira-moskva-ulica-vavilova-990958725-2.jpg https://cdn-p.cian.site/images/7/859/099/posutochnaja-kvartira-moskva-ulica-vavilova-990958729-2.jpg
Видовая на Москва-Сити,Москва САО р-н Хорошевский Хорошевское ш. 80,2 800,13,22,1,383 ,https://cdn-p.cian.site/images/6/011/449/kvartira-moskva-horoshevskoe-shosse-944110651-4.jpg https://cdn-p.cian.site/images/6/011/449/kvartira-moskva-horoshevskoe-shosse-944110651-4.jpg https://cdn-p.cian.site/images/6/011/449/kvartira-moskva-horoshevskoe-shosse-944110660-2.jpg https://cdn-p.cian.site/images/6/011/449/kvartira-moskva-horoshevskoe-shosse-944110654-2.jpg https://cdn-p.cian.site/images/6/011/449/kvartira-moskva-horoshevskoe-shosse-944110652-2.jpg
В двух шагах от Красной площади!,Москва ЦАО р-н Тверской Камергерский пер. 2,4 900,4,8,2,45 ,https://cdn-p.cian.site/images/3/752/438/kvartira-moskva-kamergerskiy-pereulok-834257315-4.jpg https://cdn-p.cian.site/images/3/752/438/kvartira-moskva-kamergerskiy-pereulok-834257315-4.jpg https://cdn-p.cian.site/images/3/752/438/kvartira-moskva-kamergerskiy-pereulok-834257388-2.jpg https://cdn-p.cian.site/images/3/752/438/kvartira-moskva-kamergerskiy-pereulok-834257353-2.jpg https://cdn-p.cian.site/images/3/752/438/kvartira-moskva-kamergerskiy-pereulok-834257390-2.jpg
1-комн. кв. 35 м? 6/12 этаж,Москва СВАО р-н Алексеевский просп. Мира 114Б,2 500,6,12,1,35 ,https://cdn-p.cian.site/images/8/836/459/kvartira-moskva-prospekt-mira-954638814-4.jpg https://cdn-p.cian.site/images/8/836/459/kvartira-moskva-prospekt-mira-954638814-4.jpg https://cdn-p.cian.site/images/8/836/459/kvartira-moskva-prospekt-mira-954638815-2.jpg https://cdn-p.cian.site/images/8/836/459/kvartira-moskva-prospekt-mira-954638822-2.jpg https://cdn-p.cian.site/images/8/836/459/kvartira-moskva-prospekt-mira-954638816-2.jpg
первый дом от метро,Москва ЮАО р-н Даниловский Большая Тульская ул. 2,3 200,8,16,2,50 ,https://cdn-p.cian.site/images/3/991/538/kvartira-moskva-bolshaya-tulskaya-ulica-835199375-4.jpg https://cdn-p.cian.site/images/3/991/538/kvartira-moskva-bolshaya-tulskaya-ulica-835199375-4.jpg https://cdn-p.cian.site/images/4/991/538/kvartira-moskva-bolshaya-tulskaya-ulica-835199499-2.jpg https://cdn-p.cian.site/images/6/991/538/kvartira-moskva-bolshaya-tulskaya-ulica-835199656-2.jpg https://cdn-p.cian.site/images/5/402/538/kvartira-moskva-bolshaya-tulskaya-ulica-835204510-2.jpg
1-комн. кв. 38 м? 8/12 этаж,Москва САО р-н Беговой Ленинградский просп. 33А,2 500,8,12,1,38 ,https://cdn-p.cian.site/images/9/351/279/kvartira-moskva-leningradskiy-prospekt-972153987-4.jpg https://cdn-p.cian.site/images/9/351/279/kvartira-moskva-leningradskiy-prospekt-972153987-4.jpg https://cdn-p.cian.site/images/9/351/279/kvartira-moskva-leningradskiy-prospekt-972153985-2.jpg https://cdn-p.cian.site/images/9/351/279/kvartira-moskva-leningradskiy-prospekt-972153990-2.jpg https://cdn-p.cian.site/images/9/351/279/kvartira-moskva-leningradskiy-prospekt-972153986-2.jpg
